"","V1","V2"
"1425",-0.0609981658038227,-0.39781317051596
"2125",-0.0906034001874981,-0.0616310453471807
"2825",-0.175195365508703,-0.795091110611868
"3525",0.00975789032134464,-0.125790211546574
"4225",-0.198738480172128,0.239020946277647
"4925",-0.0474357436322663,-0.128113933380103
"5625",0.117861292272251,0.106019874504969
"6325",0.0982050723467195,0.0711587789860855
"7025",0.00182571067694021,0.171024030462009
"7725",0.121748187010144,1.33880619714927
"8425",0.0488485839363416,-0.231816934472272
"9129",0.206371830365072,-0.661878791399777
"9825",0.0550690938252114,0.305715081749981
"10525",-0.0867165054496049,0.170390288143773
