"","V1","V2"
"1441",-0.0483573211706426,-0.931700260775631
"2141",-0.735255485321313,-0.719546506606977
"2841",-0.0732666713910854,-0.274907519775268
"3541",0.878246573280937,1.41310628967509
"4241",0.56898977053364,0.247545995417876
"4941",0.2989973825334,-0.213138084000405
"5641",0.419860001392785,-0.239549827048465
"6341",0.327155755420939,0.241813920968367
"7041",-1.48580075299374,0.260832667528209
"7741",-0.276890552461961,-0.556011005312583
"8441",0.473039957585843,0.0304656400601322
"9161",-0.0973860294429054,0.455468824406398
"9841",0.257716916059629,0.153578405621686
"10541",-0.507049544025531,0.13204145984157
