"","V1","V2"
"1448",-0.137718740858377,0.377555150029876
"2148",0.195308264172726,-0.335568361820072
"2848",-0.0337140727019055,-1.0838890744428
"3548",-0.259944155981425,-0.00428848956022532
"4248",0.0485368625821929,-0.657919806823388
"4948",-0.0224290476455462,0.538622521925919
"5648",0.0599355332376328,-0.290129737891915
"6348",0.0958891142587055,-0.383535704473967
"7048",0.179132479669261,0.441045174614994
"7748",0.133765088245662,0.496860633599771
"8448",-0.0393699710773052,-0.191747623168373
"9175",0.0296646222864037,1.00854771884153
"9848",-0.0620625906872523,0.0210315329341968
"10548",-0.186993385500773,0.0634160662344554
