"","V1","V2"
"141",-0.151898121634587,0.141932612818175
"211",-0.446094855358083,-0.0287169181213645
"281",0.301255196624731,-0.126465322827049
"351",-0.0949560897177409,-0.0466723165417782
"421",0.354876927592837,-0.201471424851623
"491",0.155082900095626,0.0170651784660942
"561",0.708285694902216,-0.0718170862388484
"631",-0.193593873684766,-0.0534334807517995
"701",-0.247464062546995,0.301164791128391
"771",-0.296048874388779,0.112206027508113
"841",0.152067524744218,-0.292533038153596
"911",-0.398368352605089,-0.114842881550021
"981",0.0528763572857358,-0.0968874831296081
"1051",0.10397962869068,0.460471342244916
