"","V1","V2"
"1422",-0.399833074743776,0.141759580810629
"2122",0.172814785515843,-0.238682378562369
"2822",0.532088193629675,0.123386774258012
"3522",0.179064635416156,-0.0669555016270856
"4222",-0.252310874007573,-0.291389144389231
"4922",-0.0988391594074561,0.143250810546354
"5622",0.0326865719614737,-0.388782856794359
"6322",-0.126470074756205,-0.168252097598923
"7022",-0.239067484973959,0.0917356014939721
"7722",0.259869330923625,0.0787283679617706
"8422",0.179064635416156,0.133197496203584
"9126",-0.184749567533716,0.0716289728084305
"9822",-0.32497789310022,0.220266761586717
"10522",0.270659975659977,0.150107613302496
