"","V1","V2"
"1420",0.990148384888531,-0.178674564421204
"2120",0.661275635467694,-1.66200201172838
"2820",-0.0111511149172282,0.232349895858651
"3520",-0.171626586163573,0.0101409633102385
"4220",-2.02383530147738,-0.200626783603369
"4920",0.0532182389159474,-0.77086919239456
"5620",0.663781488588282,0.714808638476908
"6320",-0.149516242053632,0.851661149530145
"7020",-0.0323984439821983,-0.127668554252545
"7720",-0.00909790997578902,0.229146221320393
"8420",0.000993396272289115,-0.627637830553286
"9124",-0.0343261755959844,1.52045611022425
"9820",0.0464042743886408,-0.329991358998454
"10520",0.0161303556444063,0.338907317231225
