"","V1","V2"
"1433",0.292391641323876,0.113095308238653
"2133",0.31809881261469,0.176088939955461
"2833",-0.63792802390232,0.156972703908145
"3533",0.324491731262189,0.214321412050092
"4233",0.483131063801184,0.0632682836752493
"4933",-0.831364752240029,-0.195906279188693
"5633",-0.389516836896703,-0.43931031978797
"6333",-0.848817887730774,0.0362102129598332
"7033",0.387391552372761,-0.0777600482164836
"7733",0.492685458367308,0.0523000841073616
"8433",-0.0472972224254823,-0.28731148962938
"9145",0.646328819353151,0.471722315816016
"9833",0.165221673526431,0.166167244378014
"10533",-0.354816029426281,-0.449858368266302
