"","V1","V2"
"1421",0.365762989718357,-0.336395019572501
"2121",1.01573997809786,2.21977598653071
"2821",0.325411949945529,0.393077303481628
"3521",-0.597470809130447,-0.835265689757153
"4221",0.601434201596671,-0.730519981785852
"4921",-0.427801133851599,-0.181686132595152
"5621",0.48485408903101,-0.666309056649633
"6321",0.258096108062717,-0.167042037108052
"7021",0.196980445493613,-0.36851172939799
"7721",-0.272226507311266,-0.0480035939770644
"8421",-0.401451263868476,0.72106067229505
"9125",0.773666522056512,0.241525801168222
"9821",-1.08995337147859,-0.479460965332037
"10521",-1.23304319836189,0.237754442699836
