"","V1","V2"
"1414",-0.850864449768593,-0.232271163030456
"2114",-0.250441564651987,-0.0422311205509921
"2814",0.432598529283335,0.168016676517146
"3514",0.528602139971435,0.0974983307647582
"4214",-0.259030212158578,-0.0831913131404326
"4914",0.203492111244655,-0.0630471049498369
"5614",0.282403342925989,0.0168761077180341
"6314",-0.0189787274351187,0.00680854265117037
"7014",0.2424594600484,-0.0831913131404326
"7714",0.0998763871238051,-0.0133538216531618
"8414",-0.821362202966285,0.106885041566505
"9118",0.449202641253179,0.107584051945358
"9814",0.2424594600484,0.0168851857749023
"10514",-0.280416914918639,-0.00326810047256154
