"","V1","V2"
"1440",-0.130205953981303,0.382867808818718
"2140",-0.190710085839659,0.20033676329837
"2840",-0.603833059686212,0.289838923864528
"3540",-0.251450315701924,-0.470828595376606
"4240",-0.73470446605469,0.353066398017913
"4940",-0.208333754244272,-0.38207419598431
"5640",0.985207700412722,0.631934496938803
"6340",0.554728114711673,-1.32388100137673
"7040",-0.381377330054767,0.245941645495948
"7740",0.277119453569535,1.18144859810109
"8440",0.456327657711491,0.60139052013357
"9159",0.0252052600146337,0.455708499375173
"9840",-0.0384510147303458,-0.383674120956181
"10540",0.240477793873118,-1.78207574035028
