"","V1","V2"
"1438",-0.0979451262933189,0.143829202092281
"2138",0.405745559987667,0.0540140468039062
"2838",-0.319109092212522,0.0432329236104682
"3538",0.0759349855532478,-0.0280939134556982
"4238",0.0552530429612837,0.0315602579818127
"4938",-0.121587053329638,-0.142545243295616
"5638",0.00258049925918125,0.123557798999639
"6338",0.355046339248468,-0.123685162204669
"7038",0.432689008134997,-0.0945637374867613
"7738",-0.320095753693974,0.128043049166002
"8438",0.0510787059243736,-0.00923383236475039
"9155",-0.3459386948043,-0.168592739848856
"9838",-0.275544192954587,-0.265967073468262
"10538",0.101891772219125,0.308444423470506
