"","heart","sleep","step","heart_caregiver","sleep_caregiver","step_caregiver"
"8172",-0.242937981314117,0.504838802786623,-0.977361620976014,0.506705993522337,0.973923541206376,-0.483117629059485
"9172",-0.184615486541387,0.264316065765081,-0.483892438359961,-0.0674332598077785,-0.817046908388153,0.365881338572474
"1094",-0.187590734211714,-0.806233592689414,0.0257406165224364,0.217019323192906,0.107724106313835,0.352283981262446
"1147",0.141537749755253,0.189170069601004,0.0719900207484788,0.00659436741425545,0.328547608205935,-0.0830140845788051
"1247",0.31461608505804,-1.26567258078084,-0.019471689915164,0.223717908215804,-0.813390735595578,0.342126030885722
"1347",0.995748711153396,0.677763365713028,0.236308793332438,-0.0902596773045021,0.257850997140852,0.312788886714151
"1447",0.0661345029513143,0.654575774679207,0.997555682611349,-0.0979499408428224,-0.353561444793105,0.590889553893569
"1547",-0.19571254497952,0.506108130770895,-0.115242596026752,0.453886777889868,1.15957411354933,-0.400598702398887
"1647",0.122733170833021,-0.81933076669976,-0.305911163852358,0.061545761041689,0.071131868201172,0.163353506349761
"1747",-1.14630743926192,0.114745169153149,-0.306365444164379,-0.0837289415757856,0.409583700879565,0.534110893958162
"1847",-0.422871114456368,0.0940257594505403,0.259274727800608,-0.125436130996038,-1.22157311358489,-0.292406545851607
"1947",-0.724776730162116,-0.873341321055694,0.341020096984722,-0.549861502216493,0.134255935042707,-0.536326285313156
"2047",0.415230555104721,-1.19618785096211,0.295401227344201,-0.0487223910208991,-0.247041712503459,0.918305795889288
"2147",0.0595796155254706,-0.874809141333429,0.10419364553306,-0.326567997372831,-1.63079176227461,0.731272205839643
"2247",-0.967349834220817,1.23587392623086,-0.386172182736513,-0.552956754822671,2.31674971620199,-0.733648622084872
"2347",-0.218915578762486,1.82272025234096,-0.226149991421883,-0.760383372118012,-0.840325240089439,-0.615284935695663
"2447",0.413026529430024,1.92487561574425,-0.0287148025067877,-0.419549837816224,0.613878187556291,0.319036670404884
"2547",0.742929141121055,0.904325889616746,-0.744294190384123,0.25407370335845,-0.713053761414872,0.791063400379555
"2647",0.5024756584923,-2.33673025254921,-0.703617547057346,-0.171183986098875,-0.644199140950947,1.01178382044898
"2747",0.582259127968839,-0.224729061087921,-0.449086017763125,-0.694038036894237,0.883301827165724,-0.603821175625415
"2847",0.284979274121127,-0.145460876843279,-0.0643028913222048,0.17280143931288,1.08289479619046,-0.440001465897078
"2947",0.567180933318582,0.205535570501384,-0.389711270858955,0.488905801269996,-0.744388867954955,0.131598421491067
"3047",0.365413140052036,0.0811118275701576,-0.6064319443052,-0.43570785875257,-0.546662065021533,0.0396102109359524
"3147",0.499477470924872,-0.608407770207267,-0.408577531005561,0.804928759321704,-1.46311806737917,0.0720820783393452
"3247",-0.9418639985695,-1.88580995820756,0.156091690773814,-0.594299197974573,-0.555517139531817,-0.198672598717132
"3347",-0.116832146267866,1.36534249038535,0.177214073902021,0.414364897938501,0.248733584803794,-0.316910770596634
"3447",-1.02539173584656,0.856662502250559,-0.0486116463801832,-0.145266872386398,0.682518221214428,-0.453006915120246
"3547",-0.733550780648085,-0.355443792384504,0.358828765305983,-0.440623765153586,0.971880074754012,-0.211938564505697
"3647",1.04040659671803,0.617745792678459,0.0695112892408792,0.500240914740389,0.0294402602992031,0.913988390966561
"3747",0.520426260781196,0.408183332449111,0.440330325533354,-0.344337029922461,0.202611041326728,0.318797186876103
"3847",0.183755393699066,0.236139139956903,0.78056028499105,-0.147753057351103,1.73397069525287,0.0333407738695546
"3947",0.490612202494241,0.504464347367468,0.794689899501293,-0.752229366324921,0.403513142668732,-1.19937988635583
"4047",-0.149095211648723,0.197561114880607,0.146653437242391,-0.591533922023628,0.491124006344969,-0.891202694556831
"4147",0.861994243726625,-0.162237929245792,0.40695303316285,0.0712426137881379,-0.172161128175797,0.157919530000253
"4247",0.736915797743148,-0.597226415859234,0.744380693958322,-0.0402814316239084,-0.0358711202853511,0.254044291627817
"4347",0.483647483268814,0.779111024321552,-0.195021836436129,-0.336846135864351,1.0643416983596,-1.11681847525071
"4447",-0.133898160916739,0.12201645485962,-0.312293606321041,-0.266746645118683,0.837442295248007,-0.656685023725728
"4547",0.658724391414908,0.391540242295978,-0.100188586312873,-0.0105936921138834,-1.14549197712242,-0.858201681356217
"4647",0.385810272933065,0.381199456132346,0.571760779714324,-0.46482098999257,-1.90148871251269,0.0134861676523566
"4747",-0.28725940943719,-0.925015224975373,0.444030529570096,0.272348095437553,0.838059153814133,0.952229213414396
"4847",1.13572264309755,0.813787763486764,0.666871007507793,0.088314042011012,-1.24037139191842,1.28873572292412
"4947",-0.18271565914608,1.39032251863165,0.137395512724177,1.3582586540357,-1.04742899462414,-0.199757169261705
"5047",0.480714094319818,-0.0729034843801968,-0.279365586193578,0.239640722642116,-0.656164556654161,0.85573248934002
"5147",-0.0953772403800139,-0.284974313063779,0.299510345258079,-0.569712040088609,-0.492796822757237,-1.57610903959552
"5247",0.185342933881592,-1.65030399384892,0.126180883162337,-0.231289499988812,1.3839146767343,-0.747512321641258
"5347",0.327821234131396,0.416139741729912,-0.132366865598682,-0.770802551341026,0.950496759648146,-0.393083721839838
"5447",-0.11673436983984,0.370618967667747,-0.221755356599945,-0.0170110439888993,0.867001591044015,-0.262229816766079
"5547",-0.77711029672965,-0.933404812901294,-0.558695919121162,1.03939845514214,-1.27662448166953,1.64201558167012
"5647",0.455969728507259,0.667049182585557,-1.50711535530631,-0.536327275008348,-0.0560974357278037,-0.159185882313535
"5747",-0.307446902126108,-0.170831551903477,0.0659207250211774,-0.774191104783746,0.120991818420519,-1.20623936272943
"5847",-1.00575763781395,0.350792815268468,-0.947362901999196,0.0714328660683381,0.659992547156097,0.255354005446696
"5947",-0.224165830327765,-1.32862661119911,-0.530524465629561,0.336071918197058,0.327932283219248,-0.0536104482645883
"6047",0.809013760177336,0.218793039756356,-1.34593319894654,-0.0378520005839931,0.677196728072805,-1.11180511335326
"6147",0.136403281555955,0.713050469984771,0.3939927594788,0.626871110134968,-1.24793429151144,0.0146528412842641
"6247",-0.337139715222963,-0.999903211080141,0.536179383065482,0.109484201725938,-2.00738711369219,0.0989842459574208
"6347",0.379253895448045,0.337157211738359,-1.48189304382038,-0.0167553251814234,1.12398560026564,1.34625642786715
