"","V1","V2"
"1417",-0.14416058413323,-0.0728595277966603
"2117",-0.00553562366801683,1.00202564962648
"2817",0.0639184295747977,-2.04570295149528
"3517",0.0173837380264474,-0.384133454902407
"4217",0.00524771889095665,-0.00758295584028654
"4917",-0.0538929190116388,-0.0999981527842356
"5617",0.0106251139005065,0.124563226071475
"6317",0.0106251139005065,0.124563226071475
"7017",0.110923048341902,0.124563226071475
"7717",-0.0426682017737842,-0.00693007141446378
"8417",0.0181082587257428,-0.0469032171511252
"9121",0.00688354148788828,-0.0398947996055629
"9817",0.00314196907527015,-0.104276326367266
"10517",-0.000599603337348042,1.43256612951639
