"","V1","V2"
"1432",-0.0075577657301662,0.0453673428855471
"2132",0.176552020622553,-0.0457856127573919
"2832",0.00716442982236409,-0.0874306253873248
"3532",0.0689685252314771,0.293599647673438
"4232",0.237972307291183,0.00574442064255554
"4932",-0.278317138830765,-0.222965002075032
"5632",0.131078851018636,-0.157989221918122
"6332",-0.131627343651314,-0.0066298490725667
"7032",0.423768402259006,-0.0228120042443624
"7732",-0.301627395207595,-0.0843370579585443
"8432",-0.00801915283308796,-0.0451812942737191
"9143",-0.178019204389369,-0.222965002075032
"9832",-0.000121131127316598,0.35203113395884
"10532",-0.140215404475615,0.199353124601717
