"","V1","V2"
"1426",-1.12280635827211,-0.232406675413839
"2126",0.810782853051084,0.145642167698656
"2826",0.0426217766545172,0.0329227860007555
"3526",-0.087081595752232,-0.00627487222157191
"4226",0.162159682090989,0.193346460921562
"4926",0.094274302135485,-0.466928043888381
"5626",-0.00864473074324779,-0.103737353089854
"6326",0.0648688641701327,0.194409790296634
"7026",0.094274302135485,0.333683947434296
"7726",0.108977021118161,-0.147099718031214
"8426",0.0354634262047806,-0.145017364671697
"9131",0.0501661451874567,0.174810961185471
"9826",-0.106321566747307,0.0334544506882917
"10526",-0.138734121233199,-0.0068065369091081
