"","V1","V2"
"1447",0.165535840881386,0.299837104018789
"2147",-0.293063181153338,-0.271148906272727
"2847",-1.09683726330823,-0.0123396494517229
"3547",0.153755552958402,0.142898482584762
"4247",0.62691480376849,0.230398463593674
"4947",0.178705463033028,0.275313329387858
"5647",0.147890659979893,0.92176718307802
"6347",-0.142516820610462,-0.529337668100161
"7047",0.0953567699837334,-0.678921185459522
"7747",-0.23421478829451,0.0544033880576379
"8447",-0.060011210471095,-0.755995871181607
"9173",-0.0704975332049281,-0.305656009156773
"9847",0.519162451963299,0.283306460832783
"10547",0.0098192544743293,0.345474878068989
