"","V1","V2"
"1418",0.124045314798521,0.157731419420013
"2118",-0.249139183395795,-0.357313265170794
"2818",0.00746503785441244,-0.176120071092988
"3518",0.175172377904117,-0.0815315227434288
"4218",0.077153603806594,0.165982558335584
"4918",0.328876535794984,-0.173356882743193
"5618",-0.0498474423595366,-0.138372507868205
"6318",0.554871388555978,0.0497094440171815
"7018",0.0963671705764452,0.087457007241964
"7718",-0.82259658189883,0.0538350134749668
"8418",0.565944221701266,0.261010387260347
"9122",-0.0293297477431524,0.164620177227594
"9818",-0.893912244271618,0.105321666181097
"10518",0.114929548676619,-0.118973423540138
