"","V1","V2"
"1436",0.0146911872061446,-0.0997343308490289
"2136",0.13995782734513,0.0658903342011458
"2836",0.0270433176639879,-0.128885007303853
"3536",-0.0518328833480312,0.0697563226517943
"4236",-0.0656317826771803,-0.347525294687161
"4936",-0.231007018801446,0.168321153692106
"5636",0.0334838276748112,0.530809917547564
"6336",-0.314064859558241,-0.457688091079419
"7036",0.086314776812599,-0.546835639817227
"7736",-0.0166122505895059,-0.0148562224609467
"8436",0.244067178836639,0.657105682916834
"9151",0.170996820358879,0.257468702429914
"9836",0.00562158423461168,-0.227449838344165
"10536",-0.0430277251583999,0.0736223111024428
