"","V1","V2"
"1429",-0.162894378012816,0.112377070977721
"2129",-0.049789905402889,0.185020393920355
"2829",-0.115737592607196,-0.142761701828081
"3529",-0.260080443366531,-0.0283032580464607
"4229",0.26079856700215,-0.202114947604836
"4929",0.0445236654083526,-0.0250276549452431
"5629",-0.0685808072015752,0.102482019942792
"6329",0.175461541636141,0.144297140781776
"7029",0.0998191853509832,0.0034973887278632
"7729",0.0220224581589701,-0.110841632024024
"8429",0.0542183344892033,0.0882194981062389
"9137",-0.269176676084367,-0.0976709778878784
"9829",-0.0385393017781977,-0.0723021142862574
"10529",0.30795535240777,0.0431287741660362
