"","heart","sleep","step","heart_caregiver","sleep_caregiver","step_caregiver"
"8152",0.110069082866073,0.0488807522745201,0.0999163094190896,0.125060997863786,0.348976292369744,-0.176904150807088
"9152",0.0971700595437311,0.0973473795084735,0.598731383377866,0.290908881083471,-0.149252685975662,0.174066753209025
"1084",-0.183854730270294,0.667734983393749,0.949732054930192,-0.049697688174103,-0.227678936447483,-0.048158644798591
"1137",0.156385770124643,-1.22314564617719,0.301876968166003,1.37040570916873,0.251728732316221,1.20276003176316
"1237",0.0764083278560619,-0.210906812168311,-0.0773637263491642,0.360898651712599,0.581437165511353,-0.300208601983536
"1337",0.229745791961371,0.759673781397674,0.494266387845355,0.469190774760884,-0.0871424173234725,0.028922489027336
"1437",-0.552585876719624,0.431767831215567,-0.522384406036049,1.01454901774023,0.255316966681614,1.0678491732565
"1537",-0.854133527003002,2.45053677158036,0.326300200742209,0.335381490160042,0.840615702678821,0.121747082910929
"1637",0.360303353875089,0.362717824519456,-0.710394051044742,0.314404779423143,0.289746354335561,-0.579815189054063
"1737",-0.159765558217397,-1.42764327685893,0.230523345129023,0.974467912240299,0.564988084002482,-0.102016615471465
"1837",0.324874780035276,0.851460113447947,0.617757850298872,0.195186509401939,-0.57668793062081,0.183482426295677
"1937",0.114594791337681,1.17077322712744,0.314973808723022,0.386292217451456,0.198954297100545,1.00495208504568
"2037",0.667783747299545,1.03391797680096,-0.0169225923328874,0.339906252404361,0.733385142381117,0.649027544056406
"2137",0.0826719309658103,-0.975235062654382,0.0737756408657947,0.424321816407335,-0.0524099115951851,-1.09013187259485
"2237",-0.164005926414961,0.961524750256321,-0.0579639364755369,-0.790728590214558,-0.473836788378157,-0.717000169865045
"2337",-0.0307822511967091,0.00277114416804325,-0.141004041894509,1.99213704333742,-2.37089671463466,0.770473314101827
"2437",0.229478305964398,-1.78125822384011,-0.0318737373805318,0.0107411015530898,0.299047884933085,0.491784351641964
"2537",1.06910847686397,0.113897476742483,0.185662294819291,0.0420336338942652,0.371377591780248,2.21786886832547
"2637",0.58031328010183,1.00490299529899,0.235929793378849,0.285670139958901,0.189275914881663,-0.295523542872451
"2737",0.0729204495018033,-1.42423631938208,0.365436599667878,1.63757693115069,-0.215041118316813,1.95244540545329
"2837",-0.0977011516071082,-0.523227565957559,0.414921254893179,-0.271859842750111,0.46141316537107,0.332844527911207
"2937",-0.169657983165477,0.199974412206589,-0.000277382014179151,-0.201383543550493,-1.80680763651223,-0.913031115416055
"3037",-0.426265158369352,-0.266173895527638,-0.0664054822876399,0.607690103373832,-0.35757051705441,1.06736320223028
"3137",0.347041181239486,-0.657081698379864,-0.363727176164556,-0.294414811351861,0.740709759379555,-0.843531222490702
"3237",-0.0407810754321531,0.314351245627966,-0.154271043133072,0.225727233745609,-0.510601237440232,0.227814892234388
"3337",-0.247914366349417,0.338558718221311,-0.214308715985286,0.375765286076463,0.290654516882246,-0.344534461327085
"3437",-0.141833354972464,0.400809977203683,-0.179962650719817,0.0139068412654733,-0.163596367376259,0.524795822526076
"3537",0.628960965502549,0.230803580161293,-0.0272234972477187,0.266522014556879,-0.450805835128014,-0.349425850978388
"3637",0.0377801839546449,-0.0507022503062296,0.240204331585059,1.53420564403459,-0.341563263060087,0.212545468300613
"3737",0.248965052987185,0.690331429263737,-0.1664885734926,-1.10795845517627,1.17963285113061,-0.32140907630428
"3837",0.187272228631256,1.11661282409055,-0.122719066260784,-0.275802471545605,0.913136364827847,0.368830411627826
"3937",-0.0450868351001391,0.151378093528539,-0.117938130946598,0.183179434092299,-0.18456990945687,1.25626329253596
"4037",0.265030473719036,0.350256472233754,0.0283585192724184,-0.318211654067486,0.765729948260877,-0.512083189159756
"4137",0.043049154185871,0.93298347511353,-1.13533839421384,-0.0286925887510155,0.168422000408213,-0.13768795413109
"4237",-0.0810525666436625,-1.70361086043906,-0.528863354247083,-0.538728773585148,0.0907647429506866,-0.723121059948623
"4337",-0.382576077117153,0.350465356490306,0.163277711249136,1.64272234582979,0.380839017641474,1.164183895535
"4437",0.00788007768039534,-0.178261182312536,-0.2992148699024,-1.39044672532202,-2.13199524714969,-1.11886627334719
"4537",-0.204045301260806,0.20354341228205,0.236685775097737,-0.424697860669477,0.859294684185525,-0.569883630013478
"4637",0.574844500645479,0.555371328836096,1.20529715915287,-0.181800846917563,0.254432996800117,-0.227308778097788
"4737",-0.201574217663258,0.483159627525355,-0.674575609258673,-0.532094943365064,-0.148065901422743,-0.0672500174741935
"4837",-0.232858158234919,0.175009330618269,0.327833382810991,0.0610559146515705,0.813455172853619,0.651259292049781
"4937",0.0103688094132758,-0.311114721817814,-0.353179963005681,-0.712787198265908,0.0331893609471673,-0.36820083557811
"5037",0.0535247605271615,-0.14769633568445,0.0495168125225962,0.0361699180096617,0.0143309769431336,0.409319000837767
"5137",0.530339295402713,0.53002280005547,0.969822571574145,-0.154698071041597,1.31419049079191,0.880386632543906
"5237",-0.437866849101251,-1.35596472496951,-0.740860581447162,-0.280563115052297,0.153802540911515,0.121169576853629
"5337",-0.168021754038987,0.229952115263026,-0.324072550591911,-0.107144715121727,0.228343890737231,0.680723331249076
"5437",0.260373839130419,0.00631710459334255,0.878342477523293,-0.28512910883106,-2.53245879331139,0.379324666729327
"5537",0.115155313669043,0.0136522545325973,-0.188713813067471,0.284266950538693,-0.393557360091134,0.0237506866887667
"5637",0.0832464079718667,0.0794518401531858,0.395203504893058,-0.398114039812392,0.0859092541474449,-0.330337505034011
"5737",0.654357317042647,0.445389144616193,0.0692505609108526,-0.00906063873251761,-0.194220451320842,0.272795029562614
"5837",-0.129717083669182,0.0899648243378035,-0.199905066861422,0.469746892510561,0.781299164503092,-0.0944003335222591
"5937",0.00687459984462387,0.405095791593321,0.039629429281274,0.0907738408890467,-0.293633144437834,-0.00393381693204808
"6037",0.429079239658432,-0.119861587688198,0.48978760598611,-0.25743527746109,0.204495829684298,-0.260502592346027
"6137",0.00336052133277487,0.759535456911391,0.0954825764196394,-0.0718184017648407,0.471998524943483,-0.901284867661019
"6237",-0.253273964854862,-1.82996101895146,-0.0810139027508767,0.0447139015529423,0.113437154140177,0.53023811581574
"6337",-0.29558621731437,-0.257063848496533,0.259464026682026,0.00507283027436112,0.140581757589045,-0.105591941336916
"6437",-0.0890309745301558,0.103804228320601,-0.564338007748097,-0.186345669954262,0.0623397320155329,-0.197678290045074
"6537",0.0701064253362101,0.420853083613913,-0.8172423817781,0.616680769653031,-0.187012086843327,0.0363965062279821
"6637",-0.277850235438434,0.756408006606161,-0.479941842581008,-0.212134696435173,-0.404802188357371,-0.800720871705862
"6737",0.149637370215858,-0.179836641779528,0.217378621557221,-0.112680148734759,0.16868770803824,0.573194043745155
