"","V1","V2"
"1428",-1.19642420079034,0.0350222772666409
"2128",0.478174771067904,0.0383676165383199
"2828",-0.0600268991628836,-0.611207668897496
"3528",0.0147666241283834,-0.0357262860999258
"4228",0.190546312640453,-0.192927826094473
"4928",0.250793376309593,0.212254338856867
"5628",-0.0924604247343723,0.0632033876152408
"6328",0.0803219060507681,0.284604652050515
"7028",-0.253005422844909,-0.041749280590095
"7728",0.130299248971312,-0.197803995384474
"8428",0.173002495291397,0.115452259404452
"9135",0.135605733645764,-0.122250182536665
"9828",0.245830140235449,0.300905829556359
"10528",-0.0974236608085169,0.151854878314734
