"","V1","V2"
"1416",-0.0594344299171587,0.343144086361015
"2116",-0.18742636048697,0.440222283031523
"2816",-0.175892420069339,-0.308320913247548
"3516",0.0893227731130881,0.3324929517875
"4216",-0.208191632947406,-0.346740271472813
"4916",0.399447908480081,0.967310212332895
"5616",0.248218167934416,0.185595626824407
"6316",-0.0549782437645978,0.267961597749523
"7016",0.235607438627918,-0.27037090503735
"7716",-0.170189515887318,0.0945140346435511
"8416",0.0316321724814319,-1.29243816333773
"9120",0.13087421657746,-0.231672261333345
"9816",-0.225407579003557,-0.237668865822998
"10516",-0.0535824951380484,0.0559705875213679
