"","V1","V2"
"1430",-0.0880745133668684,-0.243650353705395
"2130",0.193221162803201,-0.0164207391103329
"2830",-1.07813269690207,-0.424006261342647
"3530",0.123144732357566,0.0942454697522481
"4230",-0.0651250727356956,-0.250508780359629
"4930",-0.160079531230065,-0.297387881423974
"5630",0.280903557932981,0.613469218844541
"6330",-0.470326796119973,-0.103547786273415
"7030",0.546385192097952,0.0739136437977747
"7730",-0.0845068140538321,-0.0300131683614193
"8430",0.0900303472354631,0.237356150594602
"9139",0.451430733603583,0.0270345427334298
"9830",0.256178340667819,0.280384938415088
"10530",0.00495135770993904,0.0391310064391291
