"","V1","V2"
"148",0.13101060354438,-0.323264274121886
"218",0.622140186231596,-0.263634973504607
"288",-0.88568054414058,-0.309183421467588
"358",-0.116361968218045,0.128365785326269
"428",0.429518883158126,0.116266085822921
"498",0.638330865360438,0.867628094415733
"568",0.194743729263105,-0.218997667766868
"638",0.226054395544494,-0.287201951678173
"708",0.182882103714397,0.541985339576994
"778",0.114913276562937,0.13034693847722
"848",-0.334262901633277,-0.174486260332363
"9112",-1.3756023892768,-0.913343949726481
"988",0.139416013406353,0.0268476261871126
"1058",0.0328977464828769,0.678672628791718
