"","V1","V2"
"1412",-0.273032985775051,0.101189037048201
"2112",0.133259772574404,-0.0759440569903871
"2812",0.0402755451651646,0.175565697001385
"3512",-0.112138723373139,0.0779562738206221
"4212",-0.111528168731393,0.213023583736971
"4912",0.0103282496256411,0.189292288752293
"5612",0.294317340952578,-0.464703769412773
"6312",0.0540241578076043,-0.0126194657433123
"7012",0.114964153194718,-0.145379699238966
"7712",-0.0954398817272911,0.264914497111226
"8412",0.058974990738125,0.0773012604724475
"9116",0.109767661821547,-0.0348905303635019
"9812",-0.255557984290295,-0.238380472891488
"10512",0.0317858720173904,-0.127324643302719
