"","V1","V2"
"1437",0.191566802964535,-0.484550678981662
"2137",0.17866364064799,-0.163601870387218
"2837",-0.533942493473378,0.115811675928964
"3537",-0.0456804391562989,0.153578033533303
"4237",-0.269194009545206,0.32853976916205
"4937",0.0958524088243619,0.140961866733798
"5637",0.192920315393686,0.186693659408601
"6337",0.0729347073182465,0.015694105616542
"7037",-0.509165225696085,0.0866171604932665
"7737",-0.0804722461231631,-0.163367521827365
"8437",0.262503929327415,-0.080103720108076
"9153",0.0481574395409538,-0.15526437677843
"9837",0.157622454584795,-0.00508077341619301
"10537",0.238232715392148,0.0240726706224176
