"","heart","sleep","step","heart_caregiver","sleep_caregiver","step_caregiver"
"8154",-0.469887341648618,0.0443837762133492,-0.220440106948857,0.298945198786975,0.320472040908244,0.452547883591652
"9154",0.070083397002798,0.329490011386082,0.37009574244032,-0.329276225956948,-0.0694409424473955,0.0774061706312739
"1085",0.102420071647858,-0.769768140442776,0.517657299087021,0.246881948002705,-0.164780186185741,0.388575624990292
"1138",0.775886904381423,-1.0438807073412,-0.143176686331455,0.446749367047654,0.943228542096547,0.211400186803571
"1238",-0.2374499167307,0.310282207767108,0.409022762013244,-0.465060554667501,-0.546844595525338,-0.368785934999999
"1338",0.138002139867106,0.196229240032132,-0.846413692991776,0.321690609501394,-0.0206795278666347,0.456312406380762
"1438",-0.0841158234354425,-0.435237882637425,0.0665835243396949,-0.112991088490407,-0.0280461305273733,-0.361579628273957
"1538",-0.203361610693341,-0.164562207358532,0.913788468848231,0.168744139388284,-0.48774570495329,0.971731464319208
"1638",-0.180117112077855,-0.188150978201934,-0.450940347736375,-0.304044162008823,-0.183573807980604,-0.509194252837273
"1738",0.172137510996553,0.433360629890748,-0.314197907298487,0.397551722032705,-0.575703320346866,1.09835725617316
"1838",0.424230751392781,-0.40459973053687,0.127041778900523,0.403698778940834,-0.496955703883992,-0.118325485174613
"1938",0.385195685494666,0.218904898045801,0.28653131789968,0.249744474964147,-0.339780948252962,0.6797034033682
"2038",-0.336358549704706,-0.0473205246423503,0.662578934188899,0.0260818443420079,-0.625089741333342,-0.0768250054219857
"2138",-0.0817133885074342,0.93454210888376,-0.245026509304992,0.257896417210267,-0.127787465836573,0.882200539730415
"2238",0.196476856355023,-0.0985808274608035,0.172181346903436,0.034423313208776,0.544406034235989,0.541970661462369
"2338",-0.194473389481042,0.461397793651115,0.31173973378041,-0.45762884505741,0.365923589836617,-1.15312511626558
"2438",-0.0750224003330004,1.16567188332481,0.257629161585104,-0.223214997582765,0.149367461092493,-0.808407165968344
"2538",-0.156026465018155,0.70983356099569,0.409048927701798,0.0457668284622232,0.276489812627925,-0.392889421586877
"2638",0.00790544070641425,-0.211141396963263,-0.601116729672405,-0.0780964018535416,-0.255470251093014,-0.293881052456927
"2738",-0.329527320448889,1.00851079929057,-0.169812492408699,-0.197421673708634,0.144471895834002,-0.46583712857099
"2838",-0.366482295736222,0.691023573920777,-0.45549370666208,-0.130647339356419,0.0550260881027214,-0.992430293539531
"2938",-0.0190740338094962,-0.422351068052503,0.599319262353406,-0.308615682442228,0.539384751275058,-0.313348075194934
"3038",-0.0764772370593585,0.455182144086131,-0.0474497185972692,-0.0855101670738236,-0.917042750072364,-0.784142713432673
"3138",-0.0751194316738812,-0.109517818900511,0.42609383911023,-0.205464059194841,0.15605612428733,-0.512717705645913
"3238",0.0547770616206414,0.555518285179356,-0.544061842472738,-0.220033866660524,0.463487979488706,-0.27026168961445
"3338",-0.0210262554484023,0.829601718533653,-0.74476750509063,0.420908355567755,0.457523337198093,0.665509132648463
"3438",-0.09044895567146,0.0930903454391154,-0.265929984133418,-0.0566943708917782,-0.0084441637920738,-0.344494779417063
"3538",-0.0886249828566171,0.374896791608144,-1.12408061827063,-0.126547283028597,-0.910024920124779,-0.18741853427544
"3638",0.290489687148329,-2.00206760003729,-0.641441565573665,0.239110468299512,-0.604175997349423,0.683029232512963
"3738",-0.118744257929818,0.19296981482391,-0.118602146764063,-0.111617078755073,0.222395256722887,0.511621290467048
"3838",0.0973093148318551,-0.411287757421301,-0.711381961582657,-0.16406107576439,-0.0226768461040455,-0.257716300057419
"3938",-0.00776568414843629,0.36767346495015,-0.442695521426239,-0.33989710622031,0.139807596367223,-0.623166452286005
"4038",0.366142165124358,0.0631654393380837,0.471269427387116,0.694320626967921,-0.437142126618083,1.19516609156058
"4138",0.0911106034951967,0.792762057439938,-0.100852589670338,-0.490140059783123,0.0191426162130075,-0.714383516964921
"4238",0.048316885642393,-0.22097360593387,-0.360230481075628,-0.237331536183539,0.0922890566043717,0.543573242837083
"4338",0.105180096483335,0.463548695817178,-0.415108578452761,-0.0441784077557084,-0.306479768785942,0.0723304071143485
"4438",-0.0318933046866788,0.142000485593926,0.223980642789251,-0.199590562028095,0.256156867479417,-0.97842108981377
"4538",-0.0916566045225964,0.112869897309146,-0.44263829855554,0.0442487072565766,-0.764455228785595,-0.420868261680136
"4638",0.0900221486296649,0.273381188662349,0.0818146205323258,-0.115298630813105,0.272055711648368,-0.14901790502563
"4738",0.0324571299268195,-0.292640236247288,-0.241562548938159,0.115974666054339,-0.203715966115284,0.419016976850401
"4838",0.10144267976468,0.153620311885822,0.602673247943861,0.0404078564688308,-0.393067481592249,-0.825815386633406
"4938",-0.0818329980411272,-0.588112822751672,-0.499229428516539,0.136766758691131,0.357822435501088,0.712778375978548
"5038",-0.00751238916042123,-2.31675302795677,-0.854641236210322,0.0170476410402146,-0.307594135227341,0.586563795080271
"5138",-0.0487704175923504,0.62505079718704,-0.150318833806047,0.231603837443663,0.421910202760425,0.213357896227912
"5238",-0.0580107809245927,0.13688877410694,-0.556178409365605,0.112243095122238,0.350213899741936,0.263978621879219
"5338",-0.00229713995817325,0.124599914512456,0.194633012717593,0.589766964416601,-0.439681162390527,-0.0234702897062522
"5438",0.0688590326893785,-0.124712169672341,-0.630461719935272,0.0891967219864339,0.0323191866563576,-0.211870339601305
"5538",0.0175843324694081,0.579213677406711,0.287383732480089,0.350644583523137,-0.750676235760634,-0.22818447327239
"5638",0.161551555618432,0.13197961220982,0.00636537599242085,-0.272833422590331,-0.356190691819018,-0.718887418344816
"5738",-0.124131066687428,-0.219910127558806,-0.386215699412416,-0.230497084790884,-0.344112886558529,-1.83428110675466
"5838",-0.0723271510779184,0.370565538880777,-0.29331343193159,0.368396241877404,-0.153432526641405,0.224102096662118
"5938",0.0343864815663292,-0.305321275325842,-0.351931236590182,0.279709118612249,0.243478975656245,0.1291186500397
"6038",0.136940012772172,0.224577199474889,-0.205407314567842,-0.0899653691422464,-0.130670604901319,-1.00948539365808
"6138",-0.171547955129655,0.0518570851510875,0.41488565320488,0.246116997179639,0.759340360988346,0.778475219310797
"6238",0.171717945832925,-0.248053728206347,-0.65722846384055,0.319317714239392,-0.569073672671864,-0.00398822415300382
"6338",-0.120504440362559,0.559646318046943,0.649863156418035,0.0609018706501471,0.405022591752346,0.780786817112467
"6438",0.2536347369007,-0.384342721882033,0.534796990791844,0.198737345148767,0.0247082206494322,0.14260488476044
"6538",0.0452040749298774,-0.256191680446022,0.0274244879506249,0.179368947435157,-0.682951627819324,0.179628576463444
"6638",-0.0227082659509218,0.571137683043312,-0.644782170240691,-0.155748413286032,-0.125371508868993,-0.653436680676496
"6738",-0.0648804354297433,0.095885706533382,-0.0781369619171709,0.127912269102023,0.456250684300434,1.65289429201413
"6838",0.111648907194292,-0.0149721352801609,0.806067982448378,0.112071285399335,0.251484737487907,0.515023238937371
"6938",-0.0901320871372037,-0.106690260510361,0.388563697826805,-0.067361367780679,0.292573468609656,0.079318958121086
"7038",0.0778360782889835,0.231099447550272,0.269962888775894,0.273429742916259,0.530269900688217,0.31504701933982
"7138",0.119336459232786,-0.599306801434309,-0.0876008265733259,-0.0025341715024737,-0.468787536224846,0.159038891633886
"7238",0.0170312444433087,-0.0121133695934493,0.994052491840629,-0.0695769928642066,0.0418826891023529,0.51999358896451
"7338",-0.0909737633690076,0.0948695503543866,-0.615175049689464,0.0820940175578011,0.392442973600112,-1.27015389178111
"7438",-0.115930624271878,0.0494622053695977,0.239048227969792,-0.173515258819863,1.18546070856888,0.901240527336022
"7538",-0.0547994834436514,0.303066396559888,-0.250952172038351,0.0347951195530212,0.201008828821003,0.547110678652519
"7638",0.219121704811895,-0.32804092172638,0.934939128855693,-0.033274077146477,0.47423159886593,0.0397213221805581
"7738",-0.141903676659086,-0.190244918586254,0.594334553241869,0.150639583471225,0.217037734705784,-0.228969201944648
"7838",-0.0652721267100788,0.207410126098396,-0.65505369732075,-0.132142243708467,-0.139590592580631,0.0914307884517886
"7938",-0.00562911734617477,-0.31104449539339,0.112900325129983,0.0631655908646297,-0.309403695385999,0.849560017163003
"8038",0.0221446264662558,-0.0714735994434527,0.683327603493116,-0.220345540188989,0.857177990978981,-0.421298268266096
"8155",-0.0570260456568105,0.1329960351939,1.27181612467364,-0.456853399740224,0.111280389626107,-0.291199064598993
"8240",-0.00616652208918222,-0.0287972785843851,0.50358609532971,0.331535965912303,0.279298159327534,0.810366648497168
"8338",-0.0366128579300594,-0.221626955539841,-0.483532902083709,-0.276310499600607,0.284047753313878,-0.179857827915672
"8438",-0.00254994412535928,0.0382831971292347,0.957102755864909,-0.220791327325097,-0.353800791706337,0.140186418278504
"8538",0.200587303741974,-0.164509431360472,0.2724861831688,0.0625316947319504,0.349730132075482,0.171070939190226
"8638",-0.0844941670397264,-0.610381850707488,-0.280197097360921,0.175389633192308,-0.548983020377242,0.150990454907269
"8738",-0.0809012750796661,0.0402696686772335,-0.605298782457963,-0.340454637731226,0.15119461516535,-1.00334251493159
"8838",-0.0578160906316028,-0.00256323227294508,0.458040680531111,-0.380978179326638,-0.0126427629717668,0.0166786985169574
"8938",0.07569930342748,-0.282860659927659,-0.842278335449017,-0.295496754322917,-0.623457540963371,0.456283825595305
