"","V1","V2"
"1413",0.222367217110451,0.137964440339403
"2113",1.14368048388519,-0.251582499427956
"2813",-0.102694488807892,0.0156729877257229
"3513",-2.95667828670837,0.200456143479724
"4213",0.444915711383832,0.0816602797414319
"4913",0.456159580322477,0.0896991343325261
"5613",0.453685856280734,0.290075433679614
"6313",0.271386878358492,0.214748750805354
"7013",0.271386878358492,-0.185557244855985
"7713",0.635984834202977,-0.134980378022798
"8413",0.727134323164098,0.00275946232966628
"9117",-0.467292444652377,-0.235056876938133
"9813",-0.959868043360732,-0.162186510744485
"10513",-0.140168499537364,-0.0636731224440847
