"","V1","V2"
"1439",-0.280431693540064,0.239159297073572
"2139",0.270120722589741,0.177651427214358
"2839",-1.08405381504976,-0.398976931561327
"3539",-0.752477326108687,0.0379171933147937
"4239",0.927151601163544,-0.146608528570699
"4939",-0.106932131617128,-0.0160767750559251
"5639",-0.0168812352794462,-0.20851604707537
"6339",0.54880167228389,-0.0180551625894134
"7039",0.537257559507392,-0.0883658641879602
"7739",0.177112402850917,-0.0788735751659767
"8439",0.277410337292314,-0.37910307191198
"9157",0.0291072278537308,0.301158912200558
"9839",-0.452763740068778,0.340816647184788
"10539",-0.0734215818776599,0.237872479130585
