"","V1","V2"
"1444",-0.358530825404711,0.128052763179838
"2144",0.274067612375473,0.150352123673682
"2844",0.52706204211014,0.263161835786403
"3544",0.331114145187323,-0.00351964940943064
"4244",-0.275321433421027,-0.0370676609596012
"4944",-0.0143856204509781,0.181848037347616
"5644",-0.699382619083037,-0.553720028750957
"6344",-0.123979498812323,0.0146755153319404
"7044",-0.00106629033293201,0.142234970883655
"7744",-0.0975950124346617,0.24689196257172
"8444",0.0934507386697497,-0.109220473852928
"9167",0.0180339452238284,-0.146305145420395
"9844",0.00848382744544818,-0.402341082929709
"10544",0.318048988927708,0.124956832548168
